,location,total_sqft,bath,price,bhk
2148,Hoodi,1108.0,2.0,66.46,2
2150,Hoodi,1837.0,3.0,110.0,3
2151,Hoodi,1490.0,3.0,85.0,3
2152,Horamavu Agara,1200.0,2.0,45.0,2
2153,Horamavu Agara,1560.0,3.0,75.0,3
2154,Horamavu Agara,1650.0,2.0,75.0,3
2155,Horamavu Agara,950.0,2.0,39.0,2
2156,Horamavu Agara,1106.0,2.0,43.09,2
2157,Horamavu Agara,1079.0,2.0,41.0,2
2158,Horamavu Agara,1107.83,2.0,41.51,2
2159,Horamavu Agara,980.0,2.0,38.19,2
2160,Horamavu Agara,1000.0,2.0,46.0,2
2161,Horamavu Agara,625.0,1.0,27.0,1
2162,Horamavu Agara,994.0,2.0,42.28,2
2163,Horamavu Agara,1107.83,2.0,41.51,2
2165,Horamavu Agara,1090.0,2.0,46.0,2
2166,Horamavu Agara,1400.0,3.0,63.0,3
2167,Horamavu Agara,1557.0,3.0,70.0,3
2168,Horamavu Agara,1058.0,2.0,47.0,2
2169,Horamavu Banaswadi,1611.0,3.0,66.0,3
2170,Horamavu Banaswadi,1156.0,2.0,46.0,2
2171,Horamavu Banaswadi,1307.0,2.0,51.6,2
2172,Horamavu Banaswadi,1357.0,2.0,54.0,2
2173,Horamavu Banaswadi,925.0,2.0,38.0,2
2174,Horamavu Banaswadi,1272.0,2.0,48.0,2
2175,Horamavu Banaswadi,1225.0,2.0,49.5,2
2176,Horamavu Banaswadi,1272.0,2.0,51.5,2
2177,Horamavu Banaswadi,1272.0,2.0,51.5,2
2178,Horamavu Banaswadi,1156.0,2.0,46.9,2
2179,Horamavu Banaswadi,1200.0,2.0,45.0,2
2180,Horamavu Banaswadi,1254.0,2.0,47.0,2
2181,Horamavu Banaswadi,1610.0,3.0,68.0,3
2182,Horamavu Banaswadi,1210.0,2.0,50.0,2
2183,Horamavu Banaswadi,1357.0,2.0,54.0,2
2184,Horamavu Banaswadi,1272.0,2.0,50.0,2
2185,Horamavu Banaswadi,1200.0,2.0,45.0,2
2186,Horamavu Banaswadi,1025.0,2.0,45.0,2
2187,Hormavu,1500.0,2.0,78.0,2
2188,Hormavu,1150.0,2.0,55.0,2
2189,Hormavu,1180.0,2.0,50.0,2
2190,Hormavu,1175.0,2.0,52.0,2
2192,Hormavu,1725.0,3.0,85.0,3
2193,Hormavu,1150.0,2.0,53.11,2
2194,Hormavu,1123.0,2.0,56.0,2
2195,Hormavu,1385.0,2.0,69.0,3
2197,Hormavu,1030.0,2.0,49.35,2
2198,Hormavu,1018.0,2.0,50.8,2
2199,Hormavu,1555.0,3.0,75.0,3
2200,Hormavu,1143.0,2.0,53.0,2
2201,Hormavu,1000.0,2.0,50.0,2
2202,Hormavu,765.0,2.0,37.49,2
2204,Hormavu,1250.0,2.0,60.0,2
2205,Hormavu,583.0,1.0,28.275,1
2206,Hormavu,1385.0,2.0,69.25,3
2207,Hormavu,1065.0,2.0,50.92,2
2209,Hormavu,1250.0,2.0,65.0,2
2211,Hormavu,1075.0,2.0,53.7,2
2212,Hormavu,980.0,2.0,42.0,2
2213,Hormavu,1075.0,2.0,53.7,2
2214,Hormavu,2282.0,4.0,115.0,4
2215,Hormavu,1206.0,2.0,55.0,2
2216,Hormavu,1310.0,2.0,67.0,2
2217,Hormavu,1310.0,2.0,60.0,2
2218,Hormavu,1020.0,2.0,45.75,2
2219,Hosa Road,1652.0,3.0,85.0,3
2221,Hosa Road,1161.0,2.0,55.15,2
2223,Hosa Road,1161.0,2.0,55.15,2
2225,Hosa Road,615.0,1.0,28.29,1
2226,Hosa Road,1133.0,2.0,52.0,2
2227,Hosa Road,1161.0,2.0,55.15,2
2228,Hosa Road,880.0,2.0,50.0,2
2229,Hosa Road,1040.0,2.0,61.0,2
2230,Hosa Road,1245.0,2.0,62.0,2
2231,Hosa Road,800.0,1.0,39.99,1
2233,Hosa Road,1364.0,2.0,64.79,2
2234,Hosa Road,1016.0,2.0,45.0,2
2235,Hosa Road,1360.0,2.0,77.61,2
2236,Hosa Road,1170.0,2.0,65.0,2
2237,Hosa Road,1161.0,2.0,55.15,2
2238,Hosa Road,1470.0,2.0,84.22,3
2239,Hosa Road,1161.0,2.0,48.75,2
2241,Hosakerehalli,2378.0,3.0,262.0,3
2242,Hosakerehalli,2376.0,3.0,203.0,3
2244,Hosakerehalli,2400.0,5.0,250.0,5
2245,Hosakerehalli,1817.0,4.0,153.0,3
2246,Hosakerehalli,1304.0,2.0,100.0,2
2247,Hosakerehalli,2480.0,3.0,245.0,3
2248,Hosakerehalli,2480.0,4.0,260.0,3
2249,Hosakerehalli,1200.0,2.0,100.0,3
2251,Hosakerehalli,3033.0,4.0,326.0,4
2252,Hosakerehalli,600.0,2.0,65.0,2
2253,Hosakerehalli,2480.0,4.0,265.0,3
2254,Hosakerehalli,2376.0,3.0,240.0,3
2255,Hosakerehalli,1500.0,6.0,145.0,5
2256,Hoskote,1250.0,3.0,50.0,3
2257,Hoskote,1225.0,3.0,40.0,3
2258,Hoskote,1740.0,3.0,60.0,3
2259,Hoskote,1170.0,2.0,45.0,2
2260,Hoskote,1069.0,2.0,38.0,3
2261,Hoskote,1095.0,2.0,33.6,2
2263,Hoskote,1065.0,2.0,31.5,2
2264,Hoskote,945.0,2.0,35.0,2
2265,Hoskote,1003.5,2.0,28.095,2
2266,Hoskote,1065.0,2.0,33.75,2
2267,Hosur Road,1194.0,2.0,69.0,2
2268,Hosur Road,1145.0,2.0,60.0,3
2269,Hosur Road,1427.0,2.0,80.63,3
2270,Hosur Road,460.0,1.0,21.0,1
2271,Hosur Road,1733.0,2.0,85.0,3
2272,Hosur Road,950.0,2.0,60.0,2
2273,Hosur Road,1194.0,2.0,71.64,2
2274,Hosur Road,1689.0,3.0,103.0,3
2275,Hosur Road,3600.0,5.0,180.0,5
2276,Hosur Road,1689.0,3.0,103.0,3
2278,Hosur Road,2000.0,4.0,130.0,4
2279,Hosur Road,1250.0,2.0,65.0,2
2280,Hosur Road,1689.0,3.0,103.0,3
2281,Hosur Road,1685.0,3.0,90.0,3
2282,Hosur Road,1919.0,3.0,117.0,3
2283,Hulimavu,1125.0,2.0,50.0,2
2284,Hulimavu,1242.0,2.0,51.0,2
2286,Hulimavu,1823.0,3.0,100.0,3
2287,Hulimavu,1100.0,2.0,71.5,2
2288,Hulimavu,1255.0,2.0,73.0,2
2289,Hulimavu,1200.0,4.0,75.0,4
2290,Hulimavu,1058.0,2.0,48.0,2
2291,Hulimavu,1375.0,2.0,80.0,2
2292,Hulimavu,1248.0,2.0,69.0,2
2293,Hulimavu,1225.0,2.0,55.0,2
2294,Hulimavu,1255.0,2.0,74.0,2
2295,Hulimavu,1255.0,2.0,69.0,2
2296,Hulimavu,1255.0,2.0,66.0,2
2297,Hulimavu,3035.0,5.0,220.0,3
2298,Hulimavu,1127.0,2.0,65.0,2
2299,Hulimavu,1200.0,2.0,50.0,2
2301,Hulimavu,1200.0,2.0,75.0,2
2302,Hulimavu,1430.0,2.0,90.0,3
2303,Hulimavu,850.0,1.0,39.5,2
2304,Hulimavu,1000.0,2.0,45.0,2
2307,Hulimavu,1276.0,2.0,76.0,2
2308,Hulimavu,1500.0,2.0,90.0,2
2309,Hulimavu,1315.0,2.0,60.48,2
2310,Hulimavu,581.0,1.0,29.0,1
2311,Hulimavu,935.0,2.0,45.0,2
2313,Hulimavu,1200.0,4.0,75.0,4
2314,Hulimavu,1260.0,2.0,82.0,3
2315,Hulimavu,450.0,1.0,20.0,1
2316,Hulimavu,1231.0,2.0,84.5,2
2317,ISRO Layout,4400.0,6.0,250.0,6
2318,ISRO Layout,1000.0,2.0,60.0,2
2319,ISRO Layout,1000.0,2.0,60.0,2
2320,ISRO Layout,1310.0,2.0,68.0,3
2321,ISRO Layout,4200.0,4.0,255.0,4
2322,ITPL,1200.0,3.0,56.12,3
2323,ITPL,1200.0,3.0,56.12,3
2324,ITPL,1200.0,3.0,56.12,3
2325,ITPL,5667.5,5.0,300.0,4
2326,Iblur Village,3235.0,3.0,235.0,3
2328,Iblur Village,2100.0,4.0,145.0,3
2329,Iblur Village,1920.0,3.0,150.0,3
2330,Iblur Village,1920.0,3.0,150.0,3
2331,Iblur Village,2000.0,4.0,138.0,3
2333,Iblur Village,3596.0,5.0,279.0,4
2334,Iblur Village,2666.0,4.0,200.0,3
2335,Iblur Village,5384.0,5.0,420.0,5
2336,Iblur Village,5515.0,6.0,425.0,5
2337,Iblur Village,3596.0,4.0,268.0,4
2340,Indira Nagar,1128.0,2.0,105.0,2
2341,Indira Nagar,2800.0,3.0,330.0,3
2342,Indira Nagar,1650.0,3.0,200.0,3
2344,Indira Nagar,1210.0,2.0,102.0,2
2345,Indira Nagar,1224.0,2.0,105.0,2
2346,Indira Nagar,2070.0,3.0,225.0,3
2347,Indira Nagar,500.0,1.0,70.0,1
2348,Indira Nagar,1400.0,2.0,168.0,2
2350,Indira Nagar,1145.0,2.0,100.0,2
2351,Indira Nagar,1470.0,2.0,170.0,2
2352,Indira Nagar,2700.0,3.0,324.0,3
2353,Indira Nagar,2601.0,4.0,312.0,3
2354,Indira Nagar,1260.0,2.0,100.0,2
2355,Indira Nagar,1740.0,3.0,191.0,3
2356,Indira Nagar,1650.0,3.0,220.0,3
2359,Indira Nagar,1475.0,2.0,171.0,2
2360,Indira Nagar,3200.0,4.0,440.0,4
2362,Indira Nagar,1650.0,3.0,200.0,3
2363,Indira Nagar,2800.0,4.0,365.0,4
2364,Indira Nagar,1260.0,2.0,120.0,2
2365,Indira Nagar,1149.0,2.0,130.0,2
2367,JP Nagar,5520.0,2.0,375.0,5
2368,JP Nagar,1100.0,2.0,70.0,2
2369,JP Nagar,940.0,2.0,49.0,2
2371,JP Nagar,4624.5,4.0,314.5,4
2372,JP Nagar,1352.5,2.0,93.865,2
2373,JP Nagar,1200.0,2.0,62.0,2
2374,JP Nagar,1300.0,2.0,90.87,2
2375,JP Nagar,1315.0,2.0,85.4,3
2376,JP Nagar,1690.0,3.0,112.0,3
2380,JP Nagar,750.0,1.0,52.5,1
2381,JP Nagar,1200.0,2.0,78.0,2
2383,JP Nagar,2700.0,4.0,160.0,7
2385,JP Nagar,820.0,2.0,45.0,2
2386,JP Nagar,1750.0,3.0,123.0,3
2387,JP Nagar,2195.0,2.0,152.0,3
2388,JP Nagar,3496.5,2.0,237.5,3
2391,JP Nagar,745.0,1.0,34.27,1
2392,JP Nagar,1960.0,3.0,138.0,3
2395,JP Nagar,1250.0,2.0,60.0,2
2396,JP Nagar,1300.0,2.0,91.65,2
2397,JP Nagar,1107.0,2.0,57.0,2
2398,JP Nagar,1405.0,2.0,99.0,2
2399,JP Nagar,1157.0,2.0,73.0,2
2401,Jakkur,1279.0,2.0,77.0,2
2402,Jakkur,1710.0,3.0,107.0,3
2403,Jakkur,1396.0,2.0,86.51,3
2404,Jakkur,1865.0,3.0,124.0,3
2405,Jakkur,1452.19,2.0,100.0,2
2406,Jakkur,1798.0,3.0,120.0,3
2407,Jakkur,1300.0,2.0,85.0,2
2408,Jakkur,1950.0,3.0,131.0,3
2409,Jakkur,1230.0,2.0,76.0,2
2410,Jakkur,1290.0,2.0,80.0,2
2411,Jakkur,1760.0,3.0,110.0,3
2413,Jakkur,1483.0,2.0,98.0,2
2416,Jakkur,1650.0,3.0,111.0,3
2417,Jakkur,2423.0,4.0,160.0,3
2418,Jakkur,2197.0,3.0,136.0,3
2419,Jakkur,1125.0,2.0,65.0,2
2420,Jakkur,1230.0,2.0,79.0,2
2421,Jakkur,1202.0,2.0,79.0,2
2422,Jakkur,1858.0,3.0,123.0,3
2425,Jakkur,1260.0,2.0,71.195,2
2426,Jakkur,1816.0,3.0,119.0,3
2427,Jakkur,1424.0,2.0,80.0,2
2428,Jakkur,1290.0,2.0,85.0,2
2429,Jakkur,1300.0,2.0,80.0,2
2430,Jakkur,1290.0,2.0,80.04,2
2431,Jakkur,1282.0,2.0,72.0,2
2433,Jakkur,1660.0,3.0,104.0,3
2434,Jakkur,1291.0,2.0,75.0,2
2435,Jakkur,1473.0,2.0,85.0,2
2436,Jakkur,1660.0,3.0,104.0,3
2437,Jakkur,1950.0,3.0,131.0,3
2438,Jakkur,1432.0,2.0,85.0,2
2440,Jakkur,1710.0,3.0,110.0,3
2441,Jalahalli,2250.0,3.0,160.0,3
2443,Jalahalli,1400.0,1.0,80.0,2
2444,Jalahalli,1932.0,4.0,135.0,3
2445,Jalahalli,2384.0,4.0,165.0,3
2446,Jalahalli,790.0,2.0,49.5,2
2448,Jalahalli,600.0,1.0,37.0,1
2450,Jalahalli,905.0,2.0,55.0,2
2451,Jalahalli,1000.0,2.0,70.0,2
2452,Jalahalli,1470.0,2.0,102.0,3
2453,Jalahalli,1244.0,2.0,88.0,2
2454,Jalahalli,1407.0,2.0,98.49,2
2460,Jalahalli East,750.0,1.0,40.0,1
2461,Jalahalli East,1260.0,2.0,60.0,3
2462,Jalahalli East,1300.0,2.0,63.0,3
2463,Jalahalli East,1010.0,2.0,52.0,2
2464,Jalahalli East,1010.0,2.0,52.0,2
2465,Jigani,918.0,2.0,52.0,2
2466,Jigani,918.0,2.0,48.0,2
2467,Jigani,914.0,2.0,47.0,2
2468,Jigani,920.0,2.0,46.0,2
2469,Jigani,2400.0,4.0,130.0,3
2470,Jigani,918.0,2.0,45.0,2
2471,Jigani,4303.5,2.0,226.0,4
2472,Jigani,937.0,2.0,44.0,2
2474,Jigani,923.0,2.0,50.0,2
2476,Jigani,918.0,2.0,49.0,2
2477,Jigani,914.0,2.0,49.0,2
2478,Jigani,918.0,2.0,50.0,2
2479,Jigani,1200.0,3.0,65.0,3
2482,Jigani,1221.0,3.0,65.0,3
2483,Jigani,1252.0,3.0,70.0,3
2484,Jigani,1221.0,3.0,65.0,3
2486,Jigani,1221.0,3.0,70.0,3
2488,Jigani,943.0,2.0,48.0,2
2489,Jigani,1245.0,3.0,66.0,3
2490,Jigani,1221.0,3.0,65.0,3
2491,Jigani,943.0,2.0,49.5,2
2492,Judicial Layout,1300.0,3.0,64.0,3
2493,Judicial Layout,2070.0,3.0,162.0,3
2494,Judicial Layout,1700.0,3.0,155.0,3
2495,Judicial Layout,1100.0,2.0,53.0,3
2496,Judicial Layout,1989.0,4.0,155.0,3
2497,KR Puram,1277.5,2.0,56.8,2
2498,KR Puram,930.0,2.0,39.0,2
2499,KR Puram,1155.0,2.0,42.74,2
2500,KR Puram,1225.0,2.0,46.55,2
2501,KR Puram,1100.0,2.0,47.0,2
2502,KR Puram,1128.76,3.0,47.405,3
2503,KR Puram,1015.0,2.0,43.0,2
2504,KR Puram,714.0,1.0,28.0,1
2505,KR Puram,1142.0,2.0,51.0,2
2506,KR Puram,1021.0,2.0,48.0,2
2507,KR Puram,1559.0,3.0,69.315,3
2508,KR Puram,1035.0,2.0,40.5,2
2509,KR Puram,1550.0,2.0,71.0,2
2510,KR Puram,1192.5,2.0,51.22,2
2511,KR Puram,1100.0,2.0,46.0,2
2512,KR Puram,1290.0,2.0,49.02,2
2513,KR Puram,1100.0,2.0,43.0,2
2514,KR Puram,950.0,2.0,40.0,2
2516,KR Puram,750.0,2.0,40.0,2
2517,KR Puram,1462.5,2.0,62.81,3
2518,KR Puram,2000.0,6.0,85.0,6
2519,KR Puram,1000.0,2.0,44.5,2
2520,KR Puram,1200.0,2.0,47.0,2
2521,KR Puram,1583.0,2.0,70.445,3
2522,KR Puram,1140.0,2.0,43.32,2
2523,KR Puram,4300.0,6.0,175.0,6
2524,KR Puram,1200.0,2.0,42.0,2
2525,KR Puram,1430.0,2.0,61.0,3
2526,KR Puram,1040.0,2.0,50.0,2
2527,KR Puram,1150.0,2.0,42.0,2
2528,KR Puram,4600.0,9.0,200.0,9
2529,KR Puram,1050.0,2.0,55.0,2
2530,KR Puram,1085.0,2.0,46.5,2
2531,KR Puram,2000.0,2.0,75.0,2
2532,KR Puram,1100.0,2.0,45.0,2
2533,KR Puram,1035.0,2.0,40.0,2
2534,KR Puram,1116.0,2.0,45.0,2
2535,KR Puram,1300.0,2.0,57.0,3
2536,KR Puram,866.28,2.0,36.38,2
2537,KR Puram,1096.0,2.0,43.0,2
2538,KR Puram,1204.0,2.0,58.0,2
2539,KR Puram,1205.0,2.0,45.79,2
2540,KR Puram,1827.0,3.0,97.0,3
2541,KR Puram,1400.0,2.0,60.0,3
2542,KR Puram,1100.0,2.0,39.9,2
2543,KR Puram,2283.0,2.0,121.0,4
2544,KR Puram,2800.0,6.0,110.0,7
2545,KR Puram,1020.0,2.0,39.0,2
2546,KR Puram,1245.0,2.0,60.0,2
2547,Kadubeesanahalli,1424.0,2.0,75.0,3
2548,Kadubeesanahalli,1365.0,3.0,80.0,3
2549,Kadubeesanahalli,1184.0,2.0,55.0,2
2550,Kadubeesanahalli,1185.0,2.0,55.0,2
2551,Kadubeesanahalli,1140.0,2.0,78.0,2
2554,Kadugodi,1198.0,2.0,58.0,2
2555,Kadugodi,3750.0,4.0,210.0,4
2556,Kadugodi,1900.0,3.0,108.0,3
2557,Kadugodi,1314.0,2.0,68.2,2
2560,Kadugodi,1314.0,2.0,78.0,2
2561,Kadugodi,925.0,1.0,40.7,1
2562,Kadugodi,1351.0,2.0,78.0,3
2563,Kadugodi,1010.0,2.0,50.0,2
2564,Kadugodi,1152.0,2.0,61.0,2
2566,Kadugodi,1875.0,2.0,110.0,3
2567,Kadugodi,1314.0,2.0,80.0,2
2568,Kadugodi,1196.0,2.0,60.0,2
2569,Kaggadasapura,1280.0,2.0,56.0,3
2570,Kaggadasapura,1275.0,2.0,52.0,2
2571,Kaggadasapura,2150.0,4.0,100.0,4
2572,Kaggadasapura,1110.0,2.0,53.0,2
2573,Kaggadasapura,1060.0,2.0,48.0,2
2575,Kaggadasapura,1063.0,2.0,42.0,2
2576,Kaggadasapura,1050.0,2.0,48.0,2
2577,Kaggadasapura,1200.0,2.0,53.0,2
2578,Kaggadasapura,1035.0,2.0,45.5,2
2579,Kaggadasapura,1180.0,1.0,50.0,2
2580,Kaggadasapura,1140.0,2.0,46.0,2
2582,Kaggadasapura,1225.0,2.0,48.0,2
2584,Kaggadasapura,1560.0,2.0,72.0,3
2585,Kaggadasapura,1240.0,2.0,58.58,2
2586,Kaggadasapura,1000.0,2.0,43.0,2
2587,Kaggadasapura,1225.0,2.0,48.0,2
2588,Kaggadasapura,2500.0,5.0,120.0,3
2589,Kaggadasapura,960.0,2.0,45.0,2
2593,Kaggadasapura,1485.0,2.0,70.0,3
2594,Kaggadasapura,1175.0,2.0,50.0,2
2595,Kaggadasapura,3000.0,4.0,130.0,4
2597,Kaggadasapura,1150.0,2.0,45.0,2
2598,Kaggalipura,700.0,1.0,38.0,1
2599,Kaggalipura,1210.0,2.0,58.0,3
2600,Kaggalipura,700.0,1.0,36.0,1
2601,Kaggalipura,950.0,2.0,48.0,2
2602,Kaggalipura,950.0,2.0,50.0,2
2603,Kaggalipura,950.0,2.0,47.0,2
2604,Kaggalipura,1150.0,2.0,62.0,3
2605,Kaggalipura,700.0,1.0,35.0,1
2606,Kaggalipura,1150.0,2.0,57.5,3
2607,Kaggalipura,1210.0,2.0,65.0,3
2608,Kaikondrahalli,1645.0,3.0,100.0,3
2609,Kaikondrahalli,1700.0,4.0,108.0,4
2610,Kaikondrahalli,1605.0,3.0,105.0,3
2611,Kaikondrahalli,1253.0,2.0,81.5,2
2612,Kaikondrahalli,991.0,2.0,64.0,2
2613,Kaikondrahalli,1250.0,2.0,78.0,2
2614,Kaikondrahalli,3381.0,6.0,225.0,6
2615,Kalena Agrahara,1200.0,2.0,50.0,2
2617,Kalena Agrahara,1325.0,2.0,76.0,2
2618,Kalena Agrahara,1450.0,2.0,85.0,3
2619,Kalena Agrahara,1187.0,2.0,52.0,2
2620,Kalena Agrahara,1565.0,3.0,78.0,3
2621,Kalena Agrahara,1040.0,2.0,45.0,2
2623,Kalena Agrahara,800.0,2.0,40.0,2
2624,Kalena Agrahara,900.0,2.0,40.0,2
2625,Kalena Agrahara,1837.0,2.0,95.0,3
2626,Kalena Agrahara,1510.0,3.0,78.0,3
2627,Kalena Agrahara,1354.0,2.0,70.0,2
2628,Kalena Agrahara,1200.0,3.0,70.0,2
2629,Kalena Agrahara,1354.0,2.0,71.0,2
2630,Kalyan nagar,1375.0,3.0,75.0,3
2631,Kalyan nagar,820.0,2.0,39.0,2
2632,Kalyan nagar,1640.0,3.0,88.0,3
2633,Kalyan nagar,1800.0,3.0,85.0,3
2634,Kalyan nagar,2422.0,3.0,150.0,4
2635,Kalyan nagar,1198.0,2.0,65.0,2
2636,Kalyan nagar,1250.0,2.0,65.0,2
2637,Kalyan nagar,1190.0,2.0,60.0,2
2638,Kalyan nagar,1100.0,2.0,70.0,2
2639,Kambipura,883.0,2.0,39.0,2
2640,Kambipura,883.0,2.0,39.0,2
2641,Kambipura,883.0,2.0,44.0,2
2643,Kambipura,883.0,2.0,39.0,2
2644,Kambipura,883.0,2.0,39.0,2
2645,Kambipura,883.0,2.0,39.0,2
2646,Kammanahalli,1200.0,2.0,80.0,2
2647,Kammanahalli,1200.0,1.0,81.0,2
2648,Kammanahalli,2900.0,4.0,200.0,4
2649,Kammanahalli,1200.0,3.0,80.0,2
2650,Kammasandra,810.0,2.0,24.5,2
2651,Kammasandra,657.5,1.0,18.41,1
2652,Kammasandra,1156.0,2.0,32.0,2
2653,Kammasandra,870.0,2.0,24.0,2
2654,Kammasandra,990.0,2.0,31.5,2
2655,Kammasandra,930.0,2.0,25.0,2
2656,Kammasandra,992.0,2.0,25.79,2
2657,Kammasandra,1015.0,2.0,37.0,2
2658,Kammasandra,1080.0,2.0,31.99,2
2659,Kammasandra,1057.0,2.0,35.0,2
2660,Kammasandra,982.0,2.0,25.53,2
2661,Kammasandra,940.0,2.0,35.0,2
2662,Kammasandra,610.0,1.0,18.5,1
2663,Kanakapura,1419.0,3.0,75.0,3
2664,Kanakapura,711.0,1.0,36.0,1
2665,Kanakapura,711.0,1.0,38.0,1
2666,Kanakapura,929.0,2.0,46.0,2
2667,Kanakapura,1476.0,3.0,75.0,3
2668,Kanakapura,1295.0,2.0,64.0,2
2669,Kanakapura,1277.0,2.0,55.0,2
2670,Kanakapura,1151.0,2.0,59.0,2
2671,Kanakapura,945.0,2.0,47.0,2
2672,Kanakapura,1340.0,2.0,65.0,2
2673,Kanakapura,1450.0,3.0,75.0,3
2674,Kanakapura,1283.0,2.0,68.0,2
2675,Kanakapura,938.0,1.0,50.0,1
2678,Kanakpura Road,700.0,2.0,36.0,2
2679,Kanakpura Road,1665.0,3.0,88.0,3
2682,Kanakpura Road,525.0,1.0,26.0,1
2683,Kanakpura Road,525.0,1.0,27.25,1
2684,Kanakpura Road,1100.0,2.0,58.0,3
2686,Kanakpura Road,1100.0,3.0,58.0,3
2687,Kanakpura Road,525.0,1.0,26.0,1
2689,Kanakpura Road,1843.0,3.0,95.84,3
2691,Kanakpura Road,1665.0,3.0,86.58,3
2692,Kanakpura Road,1542.0,2.0,85.0,3
2693,Kanakpura Road,1300.0,2.0,69.0,3
2694,Kanakpura Road,900.0,2.0,46.0,2
2696,Kanakpura Road,1843.0,3.0,92.15,3
2697,Kanakpura Road,900.0,2.0,46.0,2
2698,Kanakpura Road,900.0,2.0,46.0,2
2700,Kanakpura Road,1135.0,2.0,58.0,2
2701,Kanakpura Road,1420.0,2.0,75.0,3
2703,Kanakpura Road,983.0,2.0,50.6,2
2706,Kanakpura Road,1843.0,3.0,95.84,3
2708,Kanakpura Road,525.0,1.0,25.0,1
2714,Kanakpura Road,1051.0,2.0,56.74,2
2716,Kanakpura Road,1300.0,3.0,69.0,3
2717,Kanakpura Road,1700.0,3.0,88.0,3
2718,Kanakpura Road,1900.0,3.0,99.0,3
2724,Kanakpura Road,1800.0,3.0,90.0,3
2725,Kanakpura Road,1339.0,2.0,71.5,2
2726,Kanakpura Road,670.0,1.0,35.0,1
2728,Kanakpura Road,1260.0,3.0,63.58,3
2734,Kanakpura Road,525.0,2.0,27.0,1
2735,Kanakpura Road,1665.0,3.0,86.91,3
2736,Kanakpura Road,1665.0,3.0,86.58,3
2737,Kanakpura Road,712.0,1.0,38.44,1
2741,Kanakpura Road,525.0,1.0,27.0,1
2742,Kanakpura Road,525.0,1.0,27.5,1
2743,Kanakpura Road,525.0,1.0,26.25,1
2744,Kanakpura Road,525.0,1.0,26.0,1
2746,Kanakpura Road,800.0,2.0,41.145,2
2749,Kanakpura Road,1100.0,3.0,56.57,3
2751,Kanakpura Road,1843.0,3.0,96.2,3
2753,Kanakpura Road,1240.0,2.0,65.0,2
2755,Kanakpura Road,1498.0,3.0,74.9,3
2759,Kanakpura Road,1100.0,3.0,58.0,3
2762,Kanakpura Road,525.0,1.0,26.01,1
2766,Kanakpura Road,1322.0,2.0,70.0,2
2767,Kanakpura Road,1300.0,3.0,69.0,3
2768,Kanakpura Road,1300.0,3.0,69.0,3
2770,Kanakpura Road,1167.0,2.0,63.0,2
2774,Kanakpura Road,1300.0,3.0,69.0,3
2778,Kanakpura Road,1430.0,2.0,78.0,2
2779,Kanakpura Road,700.0,2.0,36.0,2
2782,Kanakpura Road,525.0,2.0,27.0,1
2784,Kanakpura Road,1100.0,3.0,58.0,3
2787,Kanakpura Road,1300.0,2.0,69.0,3
2788,Kanakpura Road,2000.0,3.0,105.0,3
2789,Kanakpura Road,1200.0,2.0,62.0,2
2791,Kanakpura Road,1843.0,3.0,95.0,3
2794,Kanakpura Road,900.0,2.0,46.29,2
2795,Kanakpura Road,1938.0,3.0,105.0,3
2796,Kanakpura Road,1843.0,3.0,96.2,3
2797,Kanakpura Road,525.0,1.0,26.0,1
2799,Kanakpura Road,1250.0,3.0,62.6,3
2800,Kanakpura Road,700.0,2.0,36.0,2
2804,Kannamangala,957.0,2.0,58.0,2
2805,Kannamangala,957.0,2.0,56.0,2
2806,Kannamangala,1536.0,3.0,89.0,3
2807,Kannamangala,1574.0,3.0,93.34,3
2808,Kannamangala,957.0,2.0,54.5,2
2809,Kannamangala,2422.0,4.0,135.0,4
2810,Kannamangala,957.0,2.0,55.0,2
2811,Kannamangala,957.0,2.0,56.0,2
2812,Karuna Nagar,2500.0,3.0,180.0,3
2813,Karuna Nagar,2500.0,3.0,190.0,3
2814,Karuna Nagar,1354.0,2.0,98.0,3
2815,Kasavanhalli,1060.0,2.0,58.06,2
2816,Kasavanhalli,1563.05,3.0,105.0,3
2817,Kasavanhalli,1717.0,3.0,99.0,3
2819,Kasavanhalli,1349.0,2.0,78.0,2
2820,Kasavanhalli,1200.0,2.0,78.0,2
2823,Kasavanhalli,1476.0,3.0,89.0,3
2825,Kasavanhalli,1719.0,3.0,116.0,3
2826,Kasavanhalli,1125.0,2.0,61.2,2
2828,Kasavanhalli,1476.0,3.0,95.0,3
2830,Kasavanhalli,1090.0,2.0,59.8,2
2831,Kasavanhalli,1691.0,3.0,104.0,3
2832,Kasavanhalli,4260.0,4.0,272.0,4
2833,Kasavanhalli,2111.0,4.0,120.0,3
2838,Kasavanhalli,770.0,1.0,43.82,1
2839,Kasavanhalli,1147.0,2.0,60.0,2
2840,Kasavanhalli,1375.0,2.0,72.0,2
2841,Kasavanhalli,1200.0,2.0,60.0,2
2842,Kasavanhalli,1495.0,2.0,83.0,2
2844,Kasavanhalli,1375.0,2.0,78.0,2
2845,Kasavanhalli,1158.0,2.0,67.0,2
2846,Kasavanhalli,1214.0,2.0,67.0,2
2847,Kasavanhalli,2110.0,4.0,120.0,3
2848,Kasavanhalli,1575.0,2.0,85.0,2
2849,Kasavanhalli,1069.0,2.0,55.0,2
2850,Kasavanhalli,1100.0,2.0,68.0,2
2851,Kasavanhalli,1715.0,3.0,112.0,3
2852,Kasavanhalli,1100.0,2.0,65.0,2
